,populaion,density,foreign_rate,bsc_lvlhood_ratio,avg_income_amt,elder_ratio,label
종로구사직동,9362.0,2.0,0.0291604358043153,0.0273522975929978,8.75369235812426,0.2036053970360539,1.0
종로구삼청동,2576.0,2.0,0.1160714285714285,0.0399290150842945,8.612423627781398,0.2655417406749556,0.0
종로구부암동,9377.0,2.0,0.0282606377306174,0.0421511627906976,8.567173123721258,0.202823992994746,1.0
종로구평창동,17658.0,2.0,0.0103069430286555,0.0199750312109862,9.026260069495322,0.2052516913198027,0.0
종로구무악동,8015.0,3.0,0.0038677479725514,0.06843853820598,8.381916276253252,0.1877184223664503,1.0
종로구교남동,9916.0,2.0,0.0168414683340056,0.0491428571428571,8.523286588904789,0.1724742268041237,1.0
종로구가회동,4031.0,2.0,0.0300173654180104,0.0398138572905894,8.667829273703397,0.218266253869969,0.0
종로구종로1.2.3.4가동,8582.0,1.0,0.2192962013516662,0.1590449210845811,8.651709314551725,0.2600297176820208,0.0
종로구종로5.6가동,5921.0,2.0,0.0817429488262117,0.088097210715272,8.274807695593873,0.1976313841598815,1.0
종로구이화동,7601.0,2.0,0.0782791737929219,0.0674315148677124,8.278517979230314,0.1979107040641099,0.0
종로구창신1동,5401.0,2.0,0.1499722273653027,0.1866616989567809,8.15133622140262,0.265189734590919,0.0
종로구창신2동,8684.0,2.0,0.127360663288807,0.1228728728728728,8.15133622140262,0.2470494629359501,0.0
종로구창신3동,6574.0,2.0,0.0243383024034073,0.0889769452449567,8.15133622140262,0.2042706861359711,0.0
종로구숭인1동,6064.0,2.0,0.0517810026385224,0.0995292535305985,8.273186000130918,0.2197231833910034,0.0
종로구숭인2동,10541.0,1.0,0.0745659804572621,0.0722983257229832,8.273186000130918,0.1787956767884714,0.0
종로구청운효자동,11700.0,2.0,0.0161538461538461,0.0447615324472243,8.685772420148007,0.1897111754894214,0.0
종로구혜화동,19346.0,2.0,0.1699576139770495,0.0412863972186006,8.585341751016644,0.1679785107446277,0.0
중구소공동,3559.0,2.0,0.3798819893228435,0.0391061452513966,8.788044416456545,0.1245454545454545,0.0
중구회현동,5166.0,2.0,0.13511420828494,0.1822117276662731,8.906253059013055,0.2877208880833711,0.0
중구명동,3610.0,2.0,0.2545706371191136,0.0647632311977715,9.126148434809878,0.2749812171299775,0.0
중구필동,4905.0,2.0,0.1891946992864424,0.0418359057676685,8.447294195236562,0.2164179104477611,0.0
중구장충동,5423.0,2.0,0.1517610178867785,0.0546086956521739,8.517495812288589,0.1905902853408843,0.0
중구광희동,7113.0,1.0,0.2013215239701954,0.0602597402597402,8.295839537279921,0.1939881160433414,0.0
중구을지로동,2906.0,1.0,0.088093599449415,0.0776902887139107,8.362262107152636,0.1662667123757285,0.0
중구신당5동,10438.0,2.0,0.0325732899022801,0.0959264126149802,8.319651595212699,0.1898509230921117,0.0
중구황학동,13711.0,2.0,0.0657136605645102,0.0720623823608496,8.190778606621764,0.163979551710578,1.0
중구중림동,12269.0,2.0,0.0268155513896813,0.1084001394214011,8.188614121631561,0.1847853168341499,1.0
중구신당동,9007.0,2.0,0.1667591872987676,0.0925925925925925,8.239816942178283,0.2017708612825328,1.0
중구다산동,13886.0,2.0,0.0347832349128618,0.0741119719339278,8.319651595212699,0.2161979752530933,1.0
중구약수동,16512.0,2.0,0.0139292635658914,0.1213679609154024,8.319651595212699,0.2540133366263274,1.0
중구청구동,13361.0,2.0,0.0184866402215403,0.1241724527692556,8.319651595212699,0.2233798069557223,1.0
중구동화동,10188.0,3.0,0.0169807616804083,0.0544405418966382,8.319651595212699,0.2052235057759919,1.0
용산구후암동,16638.0,2.0,0.0294506551268181,0.1095410628019323,8.487916789296024,0.1892228237197436,1.0
용산구용산2가동,10262.0,2.0,0.1236601052426427,0.1187904967602591,8.463984379385083,0.2300736771600803,0.0
용산구남영동,7465.0,1.0,0.0672471533824514,0.2778900565885206,8.498145429137757,0.2286337209302325,1.0
용산구원효로1동,17851.0,2.0,0.0376449498627527,0.0415996569100461,8.336800173794579,0.1221374045801526,0.0
용산구원효로2동,13826.0,2.0,0.0081006798784898,0.0736977906789227,8.425194123824648,0.1788588149231894,0.0
용산구효창동,10895.0,2.0,0.0126663607159247,0.0278481012658227,8.60972679281917,0.1496026180458158,1.0
용산구용문동,11571.0,2.0,0.0096793708408953,0.0830821401657875,8.36475620903703,0.1961109173351936,0.0
용산구이촌1동,25604.0,3.0,0.0240587408217466,0.0074292581667212,8.894655179914224,0.1764399583433469,0.0
용산구이촌2동,8036.0,2.0,0.0088352414136386,0.0483602001111728,8.894655179914224,0.2295371421364611,0.0
용산구이태원1동,7990.0,2.0,0.2385481852315394,0.0731566820276497,8.884121192659089,0.2220195655778478,0.0
용산구이태원2동,10326.0,2.0,0.1620182064691071,0.0571902196435971,8.884121192659089,0.2137731481481481,0.0
용산구서빙고동,13430.0,2.0,0.0659717051377513,0.0638965111720893,8.910333999702086,0.1714833147054127,1.0
용산구보광동,13840.0,2.0,0.0976878612716763,0.1558106169296987,8.873154280621298,0.2186684073107049,1.0
용산구청파동,19800.0,2.0,0.0382828282828282,0.1020114942528735,8.398401209444657,0.1726932996473498,1.0
용산구한강로동,22839.0,2.0,0.0728578309032794,0.0361711513012792,8.728344158296348,0.1516170273213694,1.0
용산구한남동,21696.0,2.0,0.1179941002949852,0.0583905789990186,9.005143560196679,0.192727466325933,1.0
성동구왕십리2동,16572.0,2.0,0.022206130823075,0.0745518739815317,8.323746782288724,0.1685024752475247,0.0
성동구마장동,22517.0,2.0,0.0290003108762268,0.076697785099762,8.283291983449068,0.1899130274722746,1.0
성동구사근동,14080.0,1.0,0.1444602272727272,0.0311669485382942,8.42395556239401,0.1283930058284762,1.0
성동구행당1동,13994.0,2.0,0.0202229526940117,0.0654393564356435,8.560838716021092,0.1638327373567832,0.0
성동구행당2동,23083.0,2.0,0.0042022267469566,0.0930006480881399,8.560838716021092,0.1803450535051321,0.0
성동구응봉동,15014.0,3.0,0.0037964566404688,0.0386814665321224,8.549085191962563,0.1752653006740973,1.0
성동구금호1가동,15024.0,2.0,0.0057907348242811,0.1178446038772706,8.233569539091958,0.1893730217523065,0.0
성동구금호4가동,14405.0,2.0,0.0088858035404373,0.0688580775821779,8.363057844804757,0.1835398479301605,0.0
성동구성수1가1동,15895.0,2.0,0.0192513368983957,0.0690718884120171,8.81412832198007,0.1565581695133741,0.0
성동구성수1가2동,12274.0,2.0,0.0159687143555483,0.0448010698762955,8.81412832198007,0.1694647606382978,0.0
성동구성수2가1동,15321.0,2.0,0.0309379283336596,0.1056574528545595,8.64068081382227,0.2028659160696008,0.0
성동구성수2가3동,10447.0,2.0,0.0228773810663348,0.0471609130352763,8.64068081382227,0.1853205571470907,0.0
성동구송정동,10302.0,2.0,0.0382450009706853,0.1357182371381154,8.382387844799672,0.1919983711697037,0.0
성동구용답동,12821.0,2.0,0.0748771546681226,0.1220582369365775,8.36470146809271,0.1885719066343177,1.0
성동구왕십리도선동,26903.0,2.0,0.0185109467345649,0.0753435863874345,8.331788486602296,0.1538987428310987,1.0
성동구금호2.3가동,22219.0,2.0,0.0074710833070795,0.0778182554138838,8.362763806087543,0.1856576609412729,0.0
성동구옥수동,25693.0,2.0,0.0097302767290701,0.0495021866567414,8.531796048800171,0.1723243752946723,1.0
광진구화양동,27438.0,1.0,0.1461476784022159,0.0400087690452702,8.728668937862766,0.1012021485207605,1.0
광진구군자동,21530.0,2.0,0.1040408732001857,0.0808817072099762,8.604438207776731,0.1690632489319579,0.0
광진구중곡1동,15766.0,2.0,0.0256881897754661,0.114507352089846,8.527939245201885,0.1759758181101327,0.0
광진구중곡2동,21111.0,2.0,0.0158685045710766,0.0876617288580536,8.527939245201885,0.1726346433770014,0.0
광진구중곡3동,16119.0,2.0,0.0158818785284446,0.1407035175879397,8.527939245201885,0.1924004059883278,0.0
광진구중곡4동,28142.0,2.0,0.0129344040935256,0.1169563891430314,8.527939245201885,0.2018013455834478,0.0
광진구능동,11564.0,2.0,0.0338983050847457,0.0592787494195944,8.85262345680249,0.154392590594371,0.0
광진구구의1동,24075.0,2.0,0.0281204569055036,0.0741078208048595,8.705776767444954,0.148036513951085,0.0
광진구구의2동,26410.0,2.0,0.0216584627035213,0.0983150946673614,8.705776767444954,0.1829661576718343,0.0
광진구구의3동,28281.0,2.0,0.0084862628619921,0.0457629923866269,8.705776767444954,0.1633642041783329,0.0
광진구광장동,34237.0,3.0,0.005812425154073,0.0229078613693998,8.699049640064166,0.1219147125289819,1.0
광진구자양1동,22979.0,2.0,0.0380347273597632,0.1071724366407155,8.598811887336879,0.1722662296276063,0.0
광진구자양2동,24059.0,2.0,0.0132175069620516,0.0814801144228107,8.598811887336879,0.1820369901190777,0.0
광진구자양3동,27713.0,2.0,0.0116551798794789,0.0346206269877328,8.598811887336879,0.1703369301915877,0.0
광진구자양4동,21396.0,2.0,0.1610581417087306,0.0974398909763457,8.598811887336879,0.2035643964255061,0.0
동대문구전농1동,29227.0,2.0,0.0217607007219351,0.1239373903656726,8.216212415229013,0.1945609394154461,0.0
동대문구전농2동,18540.0,2.0,0.022168284789644,0.1062706270627062,8.216212415229013,0.2162416330143276,0.0
동대문구답십리1동,28434.0,2.0,0.0148062179081381,0.0672987255206714,8.209030822102116,0.1538819153881915,0.0
동대문구답십리2동,27918.0,2.0,0.0098860949924779,0.1049141030763084,8.209030822102116,0.2150732627303061,0.0
동대문구장안1동,38402.0,2.0,0.0166397583459194,0.0880865640802566,8.270832188925842,0.1877382380381181,0.0
동대문구장안2동,32768.0,2.0,0.00927734375,0.0957387160078497,8.270832188925842,0.1743700061462815,0.0
동대문구회기동,13577.0,2.0,0.2284009722324519,0.0541989279332936,8.416928558553444,0.1488015340364333,1.0
동대문구휘경1동,16279.0,2.0,0.1459549112353338,0.0495125705489994,8.320019485463737,0.1575372163607457,0.0
동대문구휘경2동,25325.0,2.0,0.0358538993089832,0.0550121292745911,8.320019485463737,0.1736738380686484,0.0
동대문구이문1동,21266.0,2.0,0.1609141352393492,0.0692515611893,8.241887547365833,0.1832159230683216,0.0
동대문구이문2동,20026.0,2.0,0.0257665035453909,0.1161372007366482,8.241887547365833,0.2175699974312869,0.0
동대문구청량리동,19438.0,2.0,0.0285008745755736,0.1725983939724397,8.084648724704122,0.2953422911466355,1.0
동대문구용신동,38161.0,2.0,0.0436309321034564,0.0799086757990867,8.1192125050177,0.1695732645134381,1.0
동대문구제기동,26306.0,2.0,0.0883068501482551,0.1172926738564522,8.134174272137903,0.2463687628161312,1.0
중랑구면목2동,24153.0,2.0,0.0158158406823168,0.14012582727347,8.201931609962395,0.2097707216146603,0.0
중랑구면목4동,18645.0,2.0,0.0160901045856798,0.2019897160742231,8.201931609962395,0.221832337299194,0.0
중랑구면목5동,14769.0,2.0,0.0090053490419121,0.1262618419009163,8.201931609962395,0.1702637889688249,0.0
중랑구면목7동,21732.0,2.0,0.015000920301859,0.1071630537229029,8.201931609962395,0.2158658588135832,0.0
중랑구상봉1동,23537.0,2.0,0.0068827803033521,0.1692505184161153,8.290984948729182,0.1811547542391071,0.0
중랑구상봉2동,20613.0,2.0,0.0190171251152185,0.0891097107771853,8.290984948729182,0.1568240173809994,0.0
중랑구중화1동,19128.0,2.0,0.0101421999163529,0.1232983708993528,8.28577298287545,0.2113743573435098,0.0
중랑구중화2동,24643.0,2.0,0.0181390252810128,0.184700257447591,8.28577298287545,0.2219439923208547,0.0
중랑구묵1동,34094.0,2.0,0.0065114096321933,0.0845305713331106,8.337164204674165,0.1886758910847086,0.0
중랑구묵2동,18597.0,2.0,0.0141958380383932,0.1186751537382673,8.337164204674165,0.2131759538841614,0.0
중랑구망우3동,16219.0,2.0,0.0236142795486774,0.2335562310030395,8.27585002729132,0.2318288579953024,0.0
중랑구신내1동,38472.0,3.0,0.0041068829278436,0.1401737967914438,8.252651959072756,0.1987288914567849,1.0
중랑구신내2동,19975.0,2.0,0.004055068836045,0.1609657947686116,8.252651959072756,0.2260944119427073,1.0
중랑구면목본동,33677.0,2.0,0.0221219229741366,0.1429777652687869,8.201931609962395,0.1979698516897641,1.0
중랑구면목3.8동,25045.0,2.0,0.0175683769215412,0.1534746026799626,8.201931609962395,0.2211096185940489,0.0
중랑구망우본동,36017.0,2.0,0.0115223366743482,0.1322309385405496,8.27585002729132,0.199611475548298,1.0
성북구돈암1동,14463.0,2.0,0.0072599045841111,0.1024752475247524,8.238373068967128,0.2154437456324248,0.0
성북구돈암2동,23594.0,3.0,0.0048317368822582,0.0436158986985578,8.238373068967128,0.1611063829787234,0.0
성북구안암동,17178.0,2.0,0.1225986727209221,0.0486721195597293,8.33018000612467,0.1437969300285733,0.0
성북구보문동,16703.0,2.0,0.0247260971083038,0.0595953402820355,8.188187014281004,0.162202015237159,0.0
성북구정릉1동,18070.0,2.0,0.0123962368566685,0.0576294277929155,8.231435931989418,0.1831838565022421,0.0
성북구정릉2동,22940.0,2.0,0.0112467306015693,0.076127347594657,8.223129466131658,0.2124347749181922,0.0
성북구정릉3동,16705.0,2.0,0.0953606704579467,0.0912717601547388,8.207649894209776,0.2302522126838357,0.0
성북구정릉4동,24731.0,2.0,0.0185192673163236,0.0787328640237124,8.207649894209776,0.2135352031107801,0.0
성북구길음1동,34957.0,3.0,0.0042051663472265,0.047523480773862,8.254669314211311,0.1405270122547609,0.0
성북구길음2동,22003.0,2.0,0.006180975321547,0.0588705077010838,8.214195768764455,0.1512257827564043,0.0
성북구월곡1동,26036.0,2.0,0.0082962052542633,0.0939721222191452,8.172014765676463,0.1972368165012648,0.0
성북구월곡2동,19693.0,2.0,0.0299598842228202,0.076891447368421,8.16219683785606,0.2000944584382871,0.0
성북구장위1동,23936.0,2.0,0.0094000668449197,0.1884831460674157,8.244039732347748,0.1841410442040712,0.0
성북구장위2동,13518.0,2.0,0.018050007397544,0.1623415811707906,8.244039732347748,0.2428086070215175,0.0
성북구성북동,16701.0,2.0,0.0382611819651517,0.0510554737358861,8.55771258015598,0.1938309453794656,1.0
성북구삼선동,23026.0,2.0,0.0272300877269173,0.0750737719145981,8.279581098741042,0.1852317642831477,1.0
성북구동선동,15884.0,2.0,0.0545202719717955,0.047653730100926,8.31952700566883,0.1471821145784816,1.0
성북구종암동,39904.0,2.0,0.0483911387329591,0.0816433566433566,8.209128803681658,0.1900298365590262,1.0
성북구석관동,35108.0,2.0,0.0253218639626296,0.1125096939688599,8.188730790242836,0.2249831115810497,1.0
강북구번1동,18455.0,2.0,0.0299105933351395,0.1177546697477373,8.199766432780896,0.2150030859002412,1.0
강북구번2동,15188.0,2.0,0.0053989992099025,0.2525780099102718,8.199766432780896,0.2809641450223676,1.0
강북구번3동,16514.0,2.0,0.0040571636187477,0.3738060970822975,8.199766432780896,0.3010648007301491,1.0
강북구수유1동,20360.0,2.0,0.0140962671905697,0.1469294050124354,8.204619886650493,0.2330271565495207,1.0
강북구수유2동,20931.0,2.0,0.0083130285222875,0.1391198539849929,8.204619886650493,0.2538729666924864,1.0
강북구수유3동,23781.0,2.0,0.0346915604894663,0.1275237529691211,8.204619886650493,0.2154480364504231,1.0
강북구삼양동,22887.0,2.0,0.0083016559618997,0.1591013296652911,8.1511055149496,0.2282382156001951,1.0
강북구미아동,21655.0,2.0,0.0283537289309628,0.1093643198906356,8.1511055149496,0.2292043830395426,1.0
강북구송중동,29645.0,2.0,0.0220273233260246,0.1076801834073649,8.1511055149496,0.2196230868010967,1.0
강북구송천동,25610.0,2.0,0.0167122217883639,0.1427922814982974,8.1511055149496,0.2577464224155209,1.0
강북구삼각산동,30866.0,3.0,0.003660986198406,0.114387303789784,8.1511055149496,0.1586727882517664,1.0
강북구우이동,20202.0,2.0,0.0084645084645084,0.127215849843587,8.207624000625591,0.254527213443692,1.0
강북구인수동,29679.0,2.0,0.0078506688230735,0.1485273492286115,8.204619886650493,0.2544459644322845,1.0
도봉구쌍문1동,21292.0,2.0,0.0209468344918279,0.1349491955969517,8.21998051334766,0.2370148677350839,0.0
도봉구쌍문2동,18278.0,2.0,0.00798774482985,0.1242818618829874,8.21998051334766,0.232775398987933,0.0
도봉구쌍문3동,16792.0,2.0,0.0103620771796093,0.1142752829499817,8.21998051334766,0.219003757120349,0.0
도봉구쌍문4동,18273.0,3.0,0.0029551797734362,0.0507614213197969,8.21998051334766,0.1892904363155575,0.0
도봉구방학1동,28162.0,2.0,0.0086641573751864,0.1444925742574257,8.249279758754962,0.2291546658986175,0.0
도봉구방학2동,19026.0,2.0,0.010249132765689,0.2660162601626016,8.249279758754962,0.2531950163092882,0.0
도봉구방학3동,26363.0,3.0,0.0026173045556272,0.0411165978030837,8.249279758754962,0.2160913395448297,0.0
도봉구창1동,24358.0,2.0,0.0064455209787338,0.0558033682294037,8.22502641101143,0.2090418913313977,0.0
도봉구창2동,28694.0,2.0,0.0097929880811319,0.1027211966900063,8.22502641101143,0.2007423117709438,0.0
도봉구창3동,13457.0,2.0,0.0072824552277625,0.1788983708301008,8.22502641101143,0.2349180081239657,0.0
도봉구창4동,26006.0,2.0,0.0039606244712758,0.0332260507383566,8.22502641101143,0.1816330451488953,0.0
도봉구창5동,24137.0,2.0,0.0053444918589717,0.0609684947491248,8.22502641101143,0.2019801152978527,0.0
도봉구도봉1동,20397.0,2.0,0.0073540226503897,0.1562378167641325,8.18812507651018,0.3035075516693163,0.0
도봉구도봉2동,26151.0,2.0,0.0058888761424037,0.0920648464163822,8.18812507651018,0.2711184793923738,0.0
노원구월계1동,21484.0,2.0,0.0318841928877304,0.0886856233843706,8.289388795219834,0.2127813737803111,1.0
노원구월계2동,25980.0,2.0,0.0056197074672825,0.2661235573659199,8.289388795219834,0.2442873325260732,1.0
노원구월계3동,29131.0,2.0,0.0060760015104184,0.161400512382579,8.289388795219834,0.2276702061211742,1.0
노원구공릉1동,36967.0,2.0,0.0196661887629507,0.1314813819783998,8.460030071682864,0.1967870375490792,1.0
노원구공릉2동,42565.0,2.0,0.0202748737225419,0.0542531062011581,8.460030071682864,0.1481881968473664,1.0
노원구하계1동,27174.0,2.0,0.0205343342901302,0.2332155477031802,8.326848333853414,0.1837337982263321,0.0
노원구하계2동,21423.0,3.0,0.0026140129767072,0.1519157791651365,8.326848333853414,0.1657698965985121,0.0
노원구중계본동,23161.0,3.0,0.0026769137774707,0.0754716981132075,8.108063376465324,0.1189578185286339,0.0
노원구중계1동,26489.0,3.0,0.0040016610668579,0.0882188095504988,8.108063376465324,0.1021431828545371,0.0
노원구중계4동,19464.0,2.0,0.0059083436087135,0.2225461613216715,8.108063376465324,0.2216362971858194,1.0
노원구상계1동,37422.0,2.0,0.0039816150927262,0.1223312175418349,8.209847042069727,0.2111814630203421,1.0
노원구상계2동,19566.0,2.0,0.008228559746499,0.120585501858736,8.209847042069727,0.1913721413721413,1.0
노원구상계5동,23436.0,2.0,0.0059310462536268,0.1881224303334856,8.209847042069727,0.2332957795302886,1.0
노원구상계8동,22056.0,2.0,0.0021309394269133,0.0387443749314016,8.209847042069727,0.1447254103982806,1.0
노원구상계9동,19895.0,2.0,0.004423221915054,0.0632865875584322,8.209847042069727,0.1946543591824314,1.0
노원구상계10동,18316.0,2.0,0.0034942127101987,0.0572289156626506,8.209847042069727,0.1646076977982759,1.0
노원구중계2.3동,33059.0,2.0,0.0037508696572794,0.3271276595744681,8.108063376465324,0.2401334925446251,0.0
노원구상계3.4동,25119.0,2.0,0.0047772602412516,0.2247481270989408,8.209847042069727,0.2389396709323583,1.0
노원구상계6.7동,31934.0,2.0,0.0046971879501471,0.0774374460742019,8.209847042069727,0.1718016989983517,1.0
은평구녹번동,36715.0,2.0,0.0107040719052158,0.0990429809162466,8.43877532963203,0.2082653766413268,1.0
은평구불광1동,37995.0,2.0,0.0068430056586392,0.1041396789636722,8.37569874912943,0.2177801437317008,0.0
은평구불광2동,27230.0,2.0,0.0086301872934263,0.1585409126392733,8.37569874912943,0.2361204262612713,0.0
은평구갈현1동,14993.0,2.0,0.0105382511838858,0.2391015417331206,8.388200056731867,0.2166791783252576,0.0
은평구갈현2동,27963.0,2.0,0.0090834316775739,0.1157760814249363,8.388200056731867,0.1965957755679756,0.0
은평구구산동,31861.0,2.0,0.0069363799001914,0.1135674676524953,8.420157924504402,0.2081601573653986,1.0
은평구대조동,27650.0,2.0,0.0130922242314647,0.1048721151949503,8.418821530055972,0.1942098914354644,1.0
은평구응암1동,33232.0,2.0,0.0094788155994222,0.0764596848934198,8.308100463324687,0.1706334675942878,0.0
은평구응암2동,27885.0,2.0,0.0071005917159763,0.0963629880549117,8.308100463324687,0.1553968311518799,0.0
은평구응암3동,24019.0,2.0,0.015862442233232,0.1525585844093735,8.308100463324687,0.2499044058291201,0.0
은평구신사1동,26889.0,2.0,0.0080702145858901,0.0912033195020746,8.280665470366545,0.2056662773612628,0.0
은평구신사2동,19333.0,2.0,0.0076035793720581,0.1276814240073026,8.280665470366545,0.2132441964520713,0.0
은평구증산동,18625.0,2.0,0.0080536912751677,0.0847668910496135,8.392001781396056,0.2012085578964559,1.0
은평구수색동,13319.0,2.0,0.0060064569412118,0.1022443890274314,8.28202260438925,0.1551255230125523,1.0
은평구진관동,54896.0,3.0,0.0039711454386476,0.0743925233644859,8.265099602525668,0.1659294877677244,0.0
은평구역촌동,44690.0,2.0,0.0091295591855001,0.1140215716486903,8.435145475055485,0.205969200018171,1.0
서대문구천연동,16892.0,2.0,0.0119583234667298,0.0984977139124755,8.238849777635817,0.2008415990381725,1.0
서대문구홍제1동,25120.0,2.0,0.0098328025477707,0.0711701935250497,8.328110429098773,0.2011438698243918,0.0
서대문구홍제2동,13335.0,2.0,0.0071991001124859,0.1036870347931452,8.328110429098773,0.2149073023079833,0.0
서대문구홍제3동,17938.0,2.0,0.009365592596722,0.0937655860349127,8.328110429098773,0.2282510705431598,0.0
서대문구홍은1동,22639.0,2.0,0.0102919740271213,0.0797502047502047,8.25077411730806,0.2148088241901424,0.0
서대문구홍은2동,29559.0,2.0,0.0270983456815183,0.0928949357520786,8.25077411730806,0.1943747386030949,0.0
서대문구남가좌1동,16966.0,3.0,0.0143227631734056,0.0465455724943237,8.280140859915779,0.1392329324477951,0.0
서대문구남가좌2동,30497.0,2.0,0.0402990458077843,0.099379810206979,8.280140859915779,0.1752259654889071,0.0
서대문구북가좌1동,17762.0,3.0,0.0055173966895619,0.0796836091987695,8.426158458847974,0.181590909090909,0.0
서대문구북가좌2동,31167.0,2.0,0.0108448037988898,0.1042709261671351,8.426158458847974,0.2183112324492979,0.0
서대문구충현동,20242.0,2.0,0.0229226361031518,0.0711384127613197,8.355720302862116,0.1800700187731493,1.0
서대문구북아현동,15873.0,2.0,0.0182070182070182,0.0838500563697857,8.384484317573236,0.1534241270251081,1.0
서대문구신촌동,26477.0,1.0,0.2315216980775767,0.0358967464372143,8.535043718525621,0.1053766602950546,0.0
서대문구연희동,37259.0,2.0,0.082288842964116,0.0497057249866238,8.73533545712496,0.1780990284443404,1.0
마포구용강동,21705.0,2.0,0.0194885970974429,0.0464539771502479,8.523678118748041,0.1448567402536402,1.0
마포구대흥동,16147.0,2.0,0.106087818170558,0.0550301925487068,8.512863833255008,0.1363699102829537,1.0
마포구염리동,17715.0,2.0,0.0499576629974597,0.0519097667264803,8.41607256360618,0.1267086651610602,1.0
마포구신수동,22569.0,2.0,0.0168372546413221,0.0409672262190247,8.559285546686478,0.1568848758465011,1.0
