행정구역,elder_ratio
종로구,0.20240808889206474
종로구청운효자동,0.18971117548942149
종로구사직동,0.20360539703605396
종로구삼청동,0.2655417406749556
종로구부암동,0.20282399299474607
종로구평창동,0.20525169131980278
종로구무악동,0.18771842236645034
종로구교남동,0.17247422680412372
종로구가회동,0.21826625386996903
종로구종로1.2.3.4가동,0.2600297176820208
종로구종로5.6가동,0.19763138415988157
종로구이화동,0.1979107040641099
종로구혜화동,0.1679785107446277
종로구창신1동,0.26518973459091905
종로구창신2동,0.24704946293595015
종로구창신3동,0.2042706861359711
종로구숭인1동,0.21972318339100347
종로구숭인2동,0.17879567678847144
중구,0.20846752604917426
중구소공동,0.12454545454545454
중구회현동,0.2877208880833711
중구명동,0.2749812171299775
중구필동,0.21641791044776118
중구장충동,0.19059028534088435
중구광희동,0.19398811604334149
중구을지로동,0.1662667123757285
중구신당동,0.20177086128253288
중구다산동,0.21619797525309337
중구약수동,0.25401333662632747
중구청구동,0.22337980695572238
중구신당5동,0.18985092309211177
중구동화동,0.20522350577599197
중구황학동,0.16397955171057807
중구중림동,0.18478531683414998
용산구,0.182311521521892
용산구후암동,0.18922282371974364
용산구용산2가동,0.23007367716008037
용산구남영동,0.22863372093023257
용산구청파동,0.17269329964734986
용산구원효로1동,0.12213740458015267
용산구원효로2동,0.17885881492318947
용산구효창동,0.1496026180458158
용산구용문동,0.1961109173351936
용산구한강로동,0.1516170273213694
용산구이촌1동,0.17643995834334694
용산구이촌2동,0.2295371421364611
용산구이태원1동,0.2220195655778478
용산구이태원2동,0.21377314814814816
용산구한남동,0.19272746632593302
용산구서빙고동,0.17148331470541275
용산구보광동,0.21866840731070497
성동구,0.1752405106945532
성동구왕십리2동,0.16850247524752476
성동구왕십리도선동,0.15389874283109878
성동구마장동,0.18991302747227462
성동구사근동,0.12839300582847626
성동구행당1동,0.1638327373567832
성동구행당2동,0.18034505350513214
성동구응봉동,0.17526530067409732
성동구금호1가동,0.18937302175230655
성동구금호2.3가동,0.18565766094127295
성동구금호4가동,0.1835398479301605
성동구옥수동,0.17232437529467232
성동구성수1가1동,0.15655816951337415
성동구성수1가2동,0.16946476063829788
성동구성수2가1동,0.20286591606960083
성동구성수2가3동,0.18532055714709078
성동구송정동,0.19199837116970375
성동구용답동,0.18857190663431775
광진구,0.16578531449418307
광진구화양동,0.10120214852076051
광진구군자동,0.1690632489319579
광진구중곡1동,0.17597581811013274
광진구중곡2동,0.17263464337700146
광진구중곡3동,0.19240040598832783
광진구중곡4동,0.20180134558344787
광진구능동,0.15439259059437102
광진구광장동,0.1219147125289819
광진구자양1동,0.1722662296276063
광진구자양2동,0.18203699011907779
광진구자양3동,0.17033693019158774
광진구자양4동,0.20356439642550614
광진구구의1동,0.14803651395108508
광진구구의2동,0.18296615767183433
광진구구의3동,0.16336420417833297
동대문구,0.19399070443502775
동대문구용신동,0.16957326451343813
동대문구제기동,0.24636876281613124
동대문구전농1동,0.19456093941544617
동대문구전농2동,0.2162416330143276
동대문구답십리1동,0.15388191538819154
동대문구답십리2동,0.2150732627303061
동대문구장안1동,0.1877382380381181
동대문구장안2동,0.1743700061462815
동대문구청량리동,0.2953422911466355
동대문구회기동,0.14880153403643337
동대문구휘경1동,0.15753721636074577
동대문구휘경2동,0.1736738380686484
동대문구이문1동,0.1832159230683216
동대문구이문2동,0.21756999743128694
중랑구,0.2032043093336677
중랑구면목2동,0.20977072161466032
중랑구면목4동,0.22183233729919402
중랑구면목5동,0.17026378896882494
중랑구면목본동,0.19796985168976416
중랑구면목7동,0.2158658588135832
중랑구면목3.8동,0.22110961859404893
중랑구상봉1동,0.1811547542391071
중랑구상봉2동,0.1568240173809994
중랑구중화1동,0.21137435734350984
중랑구중화2동,0.2219439923208547
중랑구묵1동,0.1886758910847086
중랑구묵2동,0.2131759538841614
중랑구망우본동,0.19961147554829808
중랑구망우3동,0.23182885799530248
중랑구신내1동,0.19872889145678493
중랑구신내2동,0.2260944119427073
성북구,0.1859957771277454
성북구성북동,0.19383094537946569
성북구삼선동,0.1852317642831477
성북구동선동,0.1471821145784816
성북구돈암1동,0.21544374563242488
성북구돈암2동,0.1611063829787234
성북구안암동,0.14379693002857333
성북구보문동,0.16220201523715902
성북구정릉1동,0.18318385650224214
성북구정릉2동,0.21243477491819227
성북구정릉3동,0.23025221268383575
성북구정릉4동,0.21353520311078017
성북구길음1동,0.14052701225476094
성북구길음2동,0.15122578275640436
성북구종암동,0.19002983655902622
성북구월곡1동,0.19723681650126484
성북구월곡2동,0.20009445843828716
성북구장위1동,0.1841410442040712
성북구장위2동,0.24280860702151755
성북구장3동,0.14601289663538275
성북구석관동,0.22498311158104972
강북구,0.23424721269666213
강북구삼양동,0.2282382156001951
강북구미아동,0.22920438303954263
강북구송중동,0.21962308680109674
강북구송천동,0.2577464224155209
강북구삼각산동,0.15867278825176648
강북구번1동,0.21500308590024125
강북구번2동,0.2809641450223676
강북구번3동,0.3010648007301491
강북구수유1동,0.23302715654952078
강북구수유2동,0.25387296669248643
강북구수유3동,0.2154480364504231
강북구우이동,0.254527213443692
강북구인수동,0.25444596443228457
도봉구,0.2256775199844024
도봉구창1동,0.20904189133139775
도봉구창2동,0.2007423117709438
도봉구창3동,0.2349180081239657
도봉구창4동,0.1816330451488953
도봉구창5동,0.20198011529785279
도봉구도봉1동,0.30350755166931637
도봉구도봉2동,0.2711184793923738
도봉구쌍문1동,0.23701486773508398
도봉구쌍문2동,0.23277539898793304
도봉구쌍문3동,0.21900375712034906
도봉구쌍문4동,0.1892904363155575
도봉구방학1동,0.22915466589861752
도봉구방학2동,0.25319501630928826
도봉구방학3동,0.2160913395448297
노원구,0.19055419219222822
노원구월계1동,0.2127813737803111
노원구월계2동,0.2442873325260732
노원구월계3동,0.22767020612117428
노원구공릉1동,0.19678703754907925
노원구공릉2동,0.1481881968473664
노원구하계1동,0.18373379822633215
노원구하계2동,0.16576989659851213
노원구중계본동,0.11895781852863398
노원구중계1동,0.10214318285453716
노원구중계4동,0.22163629718581945
노원구중계2.3동,0.2401334925446251
노원구상계1동,0.21118146302034219
노원구상계2동,0.19137214137214137
노원구상계3.4동,0.23893967093235832
노원구상계5동,0.2332957795302886
노원구상계6.7동,0.1718016989983517
노원구상계8동,0.14472541039828068
노원구상계9동,0.1946543591824314
노원구상계10동,0.16460769779827597
은평구,0.19815970096211075
은평구녹번동,0.20826537664132688
은평구불광1동,0.21778014373170082
은평구불광2동,0.23612042626127133
은평구갈현1동,0.21667917832525763
은평구갈현2동,0.1965957755679756
은평구구산동,0.20816015736539864
은평구대조동,0.1942098914354644
은평구응암1동,0.1706334675942878
은평구응암2동,0.1553968311518799
은평구응암3동,0.2499044058291201
은평구역촌동,0.20596920001817107
은평구신사1동,0.20566627736126286
은평구신사2동,0.21324419645207138
은평구증산동,0.20120855789645598
은평구수색동,0.1551255230125523
은평구진관동,0.1659294877677244
서대문구,0.18573970290234548
서대문구천연동,0.20084159903817253
서대문구북아현동,0.1534241270251081
서대문구충현동,0.18007001877314932
서대문구신촌동,0.10537666029505464
서대문구연희동,0.1780990284443404
서대문구홍제1동,0.2011438698243918
서대문구홍제3동,0.2282510705431598
서대문구홍제2동,0.21490730230798336
서대문구홍은1동,0.21480882419014244
서대문구홍은2동,0.19437473860309493
서대문구남가좌1동,0.13923293244779514
서대문구남가좌2동,0.17522596548890715
서대문구북가좌1동,0.18159090909090908
서대문구북가좌2동,0.21831123244929798
마포구,0.1566394056943312
마포구아현동,0.1280468558201522
마포구공덕동,0.1698180228427783
마포구도화동,0.18948287571553313
마포구용강동,0.1448567402536402
마포구대흥동,0.13636991028295375
마포구염리동,0.12670866516106027
마포구신수동,0.15688487584650113
마포구서강동,0.13827753142671168
마포구서교동,0.13881972111553784
마포구합정동,0.1627285427929296
마포구망원1동,0.1812119001719377
마포구망원2동,0.18328152753108348
마포구연남동,0.16531468531468532
마포구성산1동,0.16738312735088662
마포구성산2동,0.16890218737102766
마포구상암동,0.1475007563279438
양천구,0.17198863285634922
양천구목1동,0.12073811964681372
양천구목2동,0.15824683609779647
양천구목3동,0.17527467367827965
양천구목4동,0.14365519491110748
양천구목5동,0.1288416075650118
양천구신월1동,0.23262223129529447
양천구신월2동,0.20671834625322996
양천구신월3동,0.2236632221374575
양천구신월4동,0.20966542750929368
양천구신월5동,0.19190128359690803
양천구신월6동,0.15300546448087432
양천구신월7동,0.24662596401028278
양천구신정1동,0.14922647730154703
양천구신정2동,0.15190677966101696
양천구신정3동,0.16939287506271952
양천구신정4동,0.19851217453818024
양천구신정6동,0.13232403496298775
양천구신정7동,0.19507976845969222
강서구,0.17831835120379771
강서구염창동,0.1168271790156318
강서구등촌1동,0.1285358405657345
강서구등촌2동,0.1801514137096359
강서구등촌3동,0.24967855451038776
강서구화곡1동,0.17648894871344686
강서구화곡2동,0.1818816141411792
강서구화곡3동,0.21023903632599283
강서구화곡4동,0.21077295172830798
강서구화곡본동,0.16073045578025957
강서구화곡6동,0.1756123191334573
강서구화곡8동,0.20002542696105438
강서구가양1동,0.10249470463638503
강서구가양2동,0.33380177514792897
강서구가양3동,0.27782462057335583
강서구발산1동,0.15059870188003582
강서구우장산동,0.14841021661226633
강서구공항동,0.1512085252294349
강서구방화1동,0.1723631887900019
강서구방화2동,0.22672349400237268
강서구방화3동,0.259841449603624
구로구,0.19679434618928793
구로구신도림동,0.14504947727399786
구로구구로1동,0.147442131880957
구로구구로2동,0.2580902209039798
구로구구로3동,0.15801654309347277
구로구구로4동,0.25189907038512616
구로구구로5동,0.17355909013169146
구로구가리봉동,0.22501699524133242
구로구고척1동,0.1814379681380936
구로구고척2동,0.22009016298693793
구로구개봉1동,0.20958101817089653
구로구개봉2동,0.2362738226360936
구로구개봉3동,0.2341470826580227
구로구오류1동,0.18966199287943386
구로구오류2동,0.20445898848005958
구로구수궁동,0.2156957360940516
구로구항동,0.11601097895699909
금천구,0.19230483222592087
금천구가산동,0.11634494759418883
금천구독산1동,0.13784865702479338
금천구독산2동,0.21061138048263947
금천구독산3동,0.2079956326376349
금천구독산4동,0.21397886123423115
금천구시흥1동,0.20608935602889653
금천구시흥2동,0.21701549070072354
금천구시흥3동,0.24461060400077686
금천구시흥4동,0.23206815631058056
금천구시흥5동,0.25338004269527614
영등포구,0.17378443285958475
영등포구영등포본동,0.21009406484266818
영등포구영등포동,0.11426978818283166
영등포구여의동,0.19829813098313326
영등포구당산1동,0.1692256341789052
영등포구당산2동,0.1353011524244401
영등포구도림동,0.19196276535361562
영등포구문래동,0.15377200074631506
영등포구양평1동,0.13458580531751263
영등포구양평2동,0.12372324362732037
영등포구신길1동,0.1882407742870452
영등포구신길3동,0.20692646056625982
영등포구신길4동,0.20458251793868232
영등포구신길5동,0.213533386327504
영등포구신길6동,0.19088669950738915
영등포구신길7동,0.1402316213494461
영등포구대림1동,0.2346791636625811
영등포구대림2동,0.24376312473750525
영등포구대림3동,0.2205726405090138
동작구,0.1829653245789864
동작구노량진1동,0.19123878364905283
동작구노량진2동,0.2191423604404095
동작구상도1동,0.1718472169078755
동작구상도2동,0.16262523595179323
동작구상도3동,0.199183265272106
동작구상도4동,0.19749272603182585
동작구흑석동,0.17183818405070853
동작구사당1동,0.17597864768683275
동작구사당2동,0.21171251109139308
동작구사당3동,0.20219244823386115
동작구사당4동,0.20711251889712765
동작구사당5동,0.17683571982789023
동작구대방동,0.1625342810768456
동작구신대방1동,0.17641771881018617
동작구신대방2동,0.15945042031998555
관악구,0.1731241703973024
관악구보라매동,0.20047583270723768
관악구청림동,0.19616449456411642
관악구성현동,0.20015499506833873
관악구행운동,0.15700574495166672
관악구낙성대동,0.11754947946459215
관악구청룡동,0.13392981188696546
관악구은천동,0.19136770266531403
관악구중앙동,0.1619538953830079
관악구인헌동,0.16453467902828306
관악구남현동,0.17164053279379532
관악구서원동,0.14949012801041442
관악구신원동,0.1890765765765766
관악구서림동,0.16179162941201516
관악구신사동,0.16193648678658673
관악구신림동,0.08745838917470061
관악구난향동,0.19830795262267342
관악구조원동,0.1592044875063743
관악구대학동,0.13355899025325232
관악구삼성동,0.2793182269926456
관악구미성동,0.2102095033123718
관악구난곡동,0.22405568155157582
서초구,0.15905109201681086
서초구서초1동,0.15854917186808867
서초구서초2동,0.130782541818881
서초구서초3동,0.16034348165495707
서초구서초4동,0.1466635850364843
서초구잠원동,0.13437126642771804
서초구반포본동,0.1680327868852459
서초구반포1동,0.12677091293868673
서초구반포2동,0.1400859752821064
서초구반포3동,0.14425090025960974
서초구반포4동,0.16648701088714024
서초구방배본동,0.16144484090131483
서초구방배1동,0.18533911576918444
서초구방배2동,0.20025397526501768
서초구방배3동,0.1990173444622033
서초구방배4동,0.16277848295180986
서초구양재1동,0.1794488357188635
서초구양재2동,0.14944900351699883
서초구내곡동,0.20292874920414425
강남구,0.15734337479688773
강남구신사동,0.20255297090649907
강남구논현1동,0.143350849784595
강남구논현2동,0.15815928167089596
강남구압구정동,0.21047280122013218
강남구청담동,0.15746190437797308
강남구삼성1동,0.18381577880483257
강남구삼성2동,0.1307669606846575
강남구대치1동,0.11548249822687638
강남구대치2동,0.14528634129674892
강남구대치4동,0.11152278621711745
강남구역삼1동,0.10962971588262692
강남구역삼2동,0.10699912986730477
강남구도곡1동,0.15260383927276244
강남구도곡2동,0.16175433215764454
강남구개포1동,0.24724318049912944
강남구개포2동,0.12970311581422692
강남구개포3동,0.21458493126438138
강남구개포4동,0.15594566888774988
강남구세곡동,0.15849784185272014
강남구일원본동,0.15444877237515864
강남구일원1동,0.23846573846573846
강남구수서동,0.36022037010877245
송파구,0.16371175336716767
송파구풍납1동,0.2375996642887117
송파구풍납2동,0.17493395949515703
송파구거여1동,0.21325361235675136
송파구거여2동,0.19068999110508705
송파구마천1동,0.2439843620945983
송파구마천2동,0.24475997295469912
송파구방이1동,0.15830751993672973
송파구방이2동,0.14403244939348717
송파구오륜동,0.17978598240797805
송파구오금동,0.19049140179949955
송파구송파1동,0.15584857507443642
송파구송파2동,0.16873622533999894
송파구석촌동,0.15695139673825287
송파구삼전동,0.1481557587588616
송파구가락본동,0.1663902708678828
송파구가락1동,0.14310144083830592
송파구가락2동,0.15038700185505022
송파구문정1동,0.1691371907585361
송파구문정2동,0.15038560411311053
송파구장지동,0.16968341603186807
송파구위례동,0.08468219061865107
송파구잠실본동,0.14540466392318244
송파구잠실2동,0.11427180016042168
송파구잠실3동,0.18461719948094846
송파구잠실4동,0.14739079102715466
송파구잠실6동,0.19068156967561656
송파구잠실7동,0.24512298558100085
강동구,0.17793994131570623
강동구강일동,0.18668587366291722
강동구상일1동,0.13016697210344125
강동구상일2동,0.16520047369311452
강동구명일1동,0.1756783443263952
강동구명일2동,0.1676848781055449
강동구고덕1동,0.13209752839011357
강동구고덕2동,0.14407487147941472
강동구암사1동,0.1933732629156463
강동구암사2동,0.1756411977977709
강동구암사3동,0.16810891888773508
강동구천호1동,0.21766936008884463
강동구천호2동,0.19160097028502124
강동구천호3동,0.18995608172617912
강동구성내1동,0.1698354942858607
강동구성내2동,0.20230412750660487
강동구성내3동,0.18974724101103596
강동구길동,0.19804154435655544
강동구둔촌1동,0.16129032258064516
강동구둔촌2동,0.18443282272434293
